sale_id,sale_date,country,region,city,product_name,category,is_5g,unit_price_usd,discount_pct,units_sold,discounted_price_usd,revenue,sales_channel,payment_method,customer_age_group
SAMS-00001045,2024-02-24,Bangladesh,Asia,Khulna,Samsung 11kg Washer-Dryer Combo,Appliances,false,1094.55,3,1,1061.71,1061.71,Corporate / B2B,Debit Card,35–44
SAMS-00001255,2023-06-13,Belgium,Europe,Antwerp,Samsung 11kg Washer-Dryer Combo,Appliances,false,1111.56,0,2,1111.56,2223.12,Third-Party Retailer,Samsung Pay,55+
SAMS-00001263,2024-02-25,Belgium,Europe,Antwerp,Samsung 11kg Washer-Dryer Combo,Appliances,false,1179.6,0,1,1179.6,1179.6,Third-Party Retailer,Samsung Pay,18–24
SAMS-00001434,2024-07-16,Belgium,Europe,Mechelen,Samsung 11kg Washer-Dryer Combo,Appliances,false,1009.1,12,2,888.01,1776.02,Corporate / B2B,Credit Card,25–34
SAMS-00001460,2023-10-31,Belgium,Europe,Mons,Samsung 11kg Washer-Dryer Combo,Appliances,false,1099.52,5,5,1044.54,5222.7,Online (Samsung.com),Cash,45–54
SAMS-00001494,2024-07-24,Belgium,Europe,Namur,Samsung 11kg Washer-Dryer Combo,Appliances,false,1055.63,0,2,1055.63,2111.26,E-commerce Platform,Samsung Pay,45–54
SAMS-00001822,2022-02-14,Canada,North America,Edmonton,Samsung 11kg Washer-Dryer Combo,Appliances,false,1089.19,0,2,1089.19,2178.38,E-commerce Platform,Debit Card,35–44
SAMS-00001903,2021-04-20,Canada,North America,London,Samsung 11kg Washer-Dryer Combo,Appliances,false,1056.58,10,1,950.92,950.92,Carrier Store,Debit Card,55+
SAMS-00001959,2021-10-17,Canada,North America,Ottawa,Samsung 11kg Washer-Dryer Combo,Appliances,false,1177.86,2,1,1154.3,1154.3,Authorized Reseller,Debit Card,55+
SAMS-00001965,2022-10-30,Canada,North America,Ottawa,Samsung 11kg Washer-Dryer Combo,Appliances,false,1043.3,5,2,991.13,1982.26,Online (Samsung.com),Gift Card,18–24
SAMS-00001973,2024-12-15,Canada,North America,Ottawa,Samsung 11kg Washer-Dryer Combo,Appliances,false,1181.17,2,1,1157.55,1157.55,Authorized Reseller,Cash,35–44
SAMS-00002125,2021-10-02,Chile,South America,Antofagasta,Samsung 11kg Washer-Dryer Combo,Appliances,false,1189.82,15,1,1011.35,1011.35,Samsung Store,Credit Card,35–44
SAMS-00002140,2023-07-27,Chile,South America,Antofagasta,Samsung 11kg Washer-Dryer Combo,Appliances,false,1138.89,15,5,968.06,4840.3,Samsung Store,Debit Card,45–54
SAMS-00002326,2023-02-21,Chile,South America,Santiago,Samsung 11kg Washer-Dryer Combo,Appliances,false,1176.91,15,1,1000.37,1000.37,Corporate / B2B,EMI / Installment,18–24
SAMS-00002346,2021-07-22,Chile,South America,Temuco,Samsung 11kg Washer-Dryer Combo,Appliances,false,1158.89,0,3,1158.89,3476.67,Carrier Store,Net Banking,25–34
SAMS-00002466,2021-09-21,China,Asia,Dongguan,Samsung 11kg Washer-Dryer Combo,Appliances,false,1071.47,0,1,1071.47,1071.47,Samsung Store,Debit Card,55+
SAMS-00002472,2022-10-29,China,Asia,Dongguan,Samsung 11kg Washer-Dryer Combo,Appliances,false,1131.22,15,4,961.54,3846.16,Carrier Store,EMI / Installment,35–44
SAMS-00002530,2022-07-20,China,Asia,Kunming,Samsung 11kg Washer-Dryer Combo,Appliances,false,1189.6,0,4,1189.6,4758.4,Online (Samsung.com),Net Banking,45–54
SAMS-00002583,2021-05-31,China,Asia,Shenyang,Samsung 11kg Washer-Dryer Combo,Appliances,false,1124.71,5,1,1068.47,1068.47,Online (Samsung.com),Net Banking,35–44
SAMS-00002665,2021-01-19,China,Asia,Zhengzhou,Samsung 11kg Washer-Dryer Combo,Appliances,false,1112.96,20,1,890.37,890.37,Third-Party Retailer,Cash,18–24
SAMS-00002737,2024-06-07,Colombia,South America,Bogotá,Samsung 11kg Washer-Dryer Combo,Appliances,false,1013.2,0,1,1013.2,1013.2,Online (Samsung.com),EMI / Installment,35–44
SAMS-00002770,2021-05-14,Colombia,South America,Cali,Samsung 11kg Washer-Dryer Combo,Appliances,false,1135.84,2,4,1113.12,4452.48,Corporate / B2B,Cash,55+
SAMS-00002798,2024-11-30,Colombia,South America,Cali,Samsung 11kg Washer-Dryer Combo,Appliances,false,1018.43,0,10,1018.43,10184.3,Online (Samsung.com),Cash,35–44
SAMS-00002919,2024-04-08,Colombia,South America,Medellín,Samsung 11kg Washer-Dryer Combo,Appliances,false,1042.5,0,1,1042.5,1042.5,Online (Samsung.com),Credit Card,25–34
SAMS-00003029,2023-10-01,Czech Republic,Europe,Hradec Králové,Samsung 11kg Washer-Dryer Combo,Appliances,false,1000.95,0,2,1000.95,2001.9,Authorized Reseller,Gift Card,55+
SAMS-00003034,2024-04-12,Czech Republic,Europe,Hradec Králové,Samsung 11kg Washer-Dryer Combo,Appliances,false,1047.0,7,2,973.71,1947.42,Authorized Reseller,Debit Card,35–44
SAMS-00003045,2021-06-02,Czech Republic,Europe,Liberec,Samsung 11kg Washer-Dryer Combo,Appliances,false,1023.65,12,3,900.81,2702.43,Authorized Reseller,EMI / Installment,35–44
SAMS-00003109,2021-01-08,Czech Republic,Europe,Ostrava,Samsung 11kg Washer-Dryer Combo,Appliances,false,1041.79,15,2,885.52,1771.04,Carrier Store,Debit Card,45–54
SAMS-00003134,2023-04-23,Czech Republic,Europe,Ostrava,Samsung 11kg Washer-Dryer Combo,Appliances,false,1044.82,7,1,971.68,971.68,E-commerce Platform,Credit Card,35–44
SAMS-00003205,2022-01-12,Czech Republic,Europe,Prague,Samsung 11kg Washer-Dryer Combo,Appliances,false,1176.36,0,1,1176.36,1176.36,Samsung Store,EMI / Installment,18–24
SAMS-00003232,2024-06-08,Czech Republic,Europe,Prague,Samsung 11kg Washer-Dryer Combo,Appliances,false,1101.0,0,1,1101.0,1101.0,Carrier Store,Cash,25–34
SAMS-00003328,2021-08-01,Denmark,Europe,Copenhagen,Samsung 11kg Washer-Dryer Combo,Appliances,false,1196.91,12,4,1053.28,4213.12,Online (Samsung.com),Debit Card,25–34
SAMS-00003332,2022-02-09,Denmark,Europe,Copenhagen,Samsung 11kg Washer-Dryer Combo,Appliances,false,1158.5,0,1,1158.5,1158.5,Samsung Store,Gift Card,35–44
SAMS-00003489,2022-01-18,Denmark,Europe,Roskilde,Samsung 11kg Washer-Dryer Combo,Appliances,false,1031.13,12,1,907.39,907.39,Authorized Reseller,Samsung Pay,35–44
SAMS-00003552,2021-12-12,Egypt,Africa,Alexandria,Samsung 11kg Washer-Dryer Combo,Appliances,false,1119.03,0,4,1119.03,4476.12,Carrier Store,EMI / Installment,45–54
SAMS-00003553,2022-01-12,Egypt,Africa,Alexandria,Samsung 11kg Washer-Dryer Combo,Appliances,false,1166.06,5,3,1107.76,3323.28,Authorized Reseller,BNPL (Buy Now Pay Later),55+
SAMS-00003709,2021-06-14,Egypt,Africa,Mansoura,Samsung 11kg Washer-Dryer Combo,Appliances,false,1039.16,5,1,987.2,987.2,Carrier Store,Gift Card,45–54
SAMS-00003731,2023-08-31,Egypt,Africa,Mansoura,Samsung 11kg Washer-Dryer Combo,Appliances,false,1026.09,10,1,923.48,923.48,Samsung Store,Credit Card,55+
SAMS-00003838,2022-01-31,Egypt,Africa,Tanta,Samsung 11kg Washer-Dryer Combo,Appliances,false,1076.24,0,2,1076.24,2152.48,Online (Samsung.com),Gift Card,18–24
SAMS-00003893,2021-05-12,Ethiopia,Africa,Addis Ababa,Samsung 11kg Washer-Dryer Combo,Appliances,false,1191.99,3,2,1156.23,2312.46,E-commerce Platform,Net Banking,55+
SAMS-00003918,2023-12-17,Ethiopia,Africa,Addis Ababa,Samsung 11kg Washer-Dryer Combo,Appliances,false,1008.73,0,7,1008.73,7061.11,Third-Party Retailer,Samsung Pay,25–34
SAMS-00003930,2021-11-29,Ethiopia,Africa,Bahir Dar,Samsung 11kg Washer-Dryer Combo,Appliances,false,1025.33,0,2,1025.33,2050.66,Authorized Reseller,BNPL (Buy Now Pay Later),55+
SAMS-00003979,2023-03-23,Ethiopia,Africa,Dire Dawa,Samsung 11kg Washer-Dryer Combo,Appliances,false,1006.54,0,1,1006.54,1006.54,Authorized Reseller,BNPL (Buy Now Pay Later),55+
SAMS-00004033,2022-01-14,Ethiopia,Africa,Hawassa,Samsung 11kg Washer-Dryer Combo,Appliances,false,1087.8,15,2,924.63,1849.26,Online (Samsung.com),Credit Card,45–54
SAMS-00004058,2024-06-10,Ethiopia,Africa,Hawassa,Samsung 11kg Washer-Dryer Combo,Appliances,false,1195.98,0,4,1195.98,4783.92,Samsung Store,Debit Card,35–44
SAMS-00004252,2023-03-18,France,Europe,Lille,Samsung 11kg Washer-Dryer Combo,Appliances,false,1063.78,0,10,1063.78,10637.8,Authorized Reseller,EMI / Installment,25–34
SAMS-00004299,2024-10-31,France,Europe,Marseille,Samsung 11kg Washer-Dryer Combo,Appliances,false,1077.04,2,4,1055.5,4222.0,Corporate / B2B,Debit Card,25–34
SAMS-00004377,2021-07-21,France,Europe,Paris,Samsung 11kg Washer-Dryer Combo,Appliances,false,1079.34,12,5,949.82,4749.1,Carrier Store,Samsung Pay,45–54
SAMS-00004395,2021-05-16,France,Europe,Reims,Samsung 11kg Washer-Dryer Combo,Appliances,false,1128.56,0,2,1128.56,2257.12,Samsung Store,Debit Card,55+
SAMS-00004408,2024-09-28,France,Europe,Reims,Samsung 11kg Washer-Dryer Combo,Appliances,false,1090.87,3,5,1058.14,5290.7,E-commerce Platform,Debit Card,25–34
SAMS-00004422,2024-03-01,France,Europe,Rennes,Samsung 11kg Washer-Dryer Combo,Appliances,false,1099.72,0,2,1099.72,2199.44,Samsung Store,BNPL (Buy Now Pay Later),45–54
SAMS-00004476,2021-03-02,Germany,Europe,Berlin,Samsung 11kg Washer-Dryer Combo,Appliances,false,1014.2,7,4,943.21,3772.84,Carrier Store,EMI / Installment,18–24
SAMS-00004498,2022-04-12,Germany,Europe,Bochum,Samsung 11kg Washer-Dryer Combo,Appliances,false,1162.1,2,6,1138.86,6833.16,Online (Samsung.com),Gift Card,18–24
SAMS-00004552,2023-04-19,Germany,Europe,Cologne,Samsung 11kg Washer-Dryer Combo,Appliances,false,1187.61,3,7,1151.98,8063.86,Online (Samsung.com),Credit Card,18–24
SAMS-00004576,2021-11-15,Germany,Europe,Dresden,Samsung 11kg Washer-Dryer Combo,Appliances,false,1017.82,0,1,1017.82,1017.82,Samsung Store,Gift Card,55+
SAMS-00004616,2022-07-05,Germany,Europe,Frankfurt,Samsung 11kg Washer-Dryer Combo,Appliances,false,1149.53,0,1,1149.53,1149.53,Samsung Store,Samsung Pay,45–54
SAMS-00004720,2022-01-02,Germany,Europe,Nuremberg,Samsung 11kg Washer-Dryer Combo,Appliances,false,1167.93,0,4,1167.93,4671.72,Carrier Store,Net Banking,18–24
SAMS-00004820,2021-06-25,Greece,Europe,Heraklion,Samsung 11kg Washer-Dryer Combo,Appliances,false,1098.09,0,1,1098.09,1098.09,Third-Party Retailer,Cash,45–54
SAMS-00004849,2024-02-16,Greece,Europe,Heraklion,Samsung 11kg Washer-Dryer Combo,Appliances,false,1080.75,5,2,1026.71,2053.42,Authorized Reseller,EMI / Installment,55+
SAMS-00004855,2024-11-23,Greece,Europe,Heraklion,Samsung 11kg Washer-Dryer Combo,Appliances,false,1108.56,0,3,1108.56,3325.68,Corporate / B2B,BNPL (Buy Now Pay Later),18–24
SAMS-00004881,2023-04-14,Greece,Europe,Kavala,Samsung 11kg Washer-Dryer Combo,Appliances,false,1110.26,3,2,1076.95,2153.9,E-commerce Platform,Samsung Pay,45–54
SAMS-00004882,2023-04-27,Greece,Europe,Kavala,Samsung 11kg Washer-Dryer Combo,Appliances,false,1095.78,20,2,876.62,1753.24,Online (Samsung.com),Samsung Pay,35–44
SAMS-00004923,2023-11-23,Greece,Europe,Larissa,Samsung 11kg Washer-Dryer Combo,Appliances,false,1002.83,7,1,932.63,932.63,E-commerce Platform,Cash,45–54
SAMS-00004959,2023-05-29,Greece,Europe,Patras,Samsung 11kg Washer-Dryer Combo,Appliances,false,1137.52,12,1,1001.02,1001.02,Online (Samsung.com),Cash,18–24
SAMS-00005103,2021-04-26,India,Asia,Ahmedabad,Samsung 11kg Washer-Dryer Combo,Appliances,false,1030.89,0,2,1030.89,2061.78,Authorized Reseller,Samsung Pay,45–54
SAMS-00005151,2022-01-08,India,Asia,Delhi,Samsung 11kg Washer-Dryer Combo,Appliances,false,1135.44,15,4,965.12,3860.48,Third-Party Retailer,Net Banking,25–34
SAMS-00005164,2021-10-25,India,Asia,Faridabad,Samsung 11kg Washer-Dryer Combo,Appliances,false,1144.28,20,4,915.42,3661.68,Third-Party Retailer,Net Banking,18–24
SAMS-00005216,2021-05-02,India,Asia,Kolkata,Samsung 11kg Washer-Dryer Combo,Appliances,false,1037.67,10,3,933.9,2801.7,Samsung Store,Gift Card,25–34
SAMS-00005363,2022-08-29,India,Asia,Thane,Samsung 11kg Washer-Dryer Combo,Appliances,false,1090.68,0,4,1090.68,4362.72,Samsung Store,Cash,35–44
SAMS-00005509,2024-07-05,Indonesia,Asia,Depok,Samsung 11kg Washer-Dryer Combo,Appliances,false,1102.05,7,1,1024.91,1024.91,Third-Party Retailer,Debit Card,45–54
SAMS-00005520,2021-05-18,Indonesia,Asia,Jakarta,Samsung 11kg Washer-Dryer Combo,Appliances,false,1083.68,0,1,1083.68,1083.68,Online (Samsung.com),Cash,55+
SAMS-00005576,2021-03-28,Indonesia,Asia,Medan,Samsung 11kg Washer-Dryer Combo,Appliances,false,1148.23,5,7,1090.82,7635.74,E-commerce Platform,Gift Card,55+
SAMS-00005852,2022-07-06,Italy,Europe,Milan,Samsung 11kg Washer-Dryer Combo,Appliances,false,1068.92,15,1,908.58,908.58,Third-Party Retailer,Debit Card,18–24
SAMS-00005936,2021-04-17,Italy,Europe,Rome,Samsung 11kg Washer-Dryer Combo,Appliances,false,1167.58,0,1,1167.58,1167.58,E-commerce Platform,Net Banking,55+
SAMS-00006090,2024-04-11,Japan,Asia,Kawasaki,Samsung 11kg Washer-Dryer Combo,Appliances,false,1005.87,15,1,854.99,854.99,Third-Party Retailer,Debit Card,45–54
SAMS-00006239,2023-02-25,Japan,Asia,Sakai,Samsung 11kg Washer-Dryer Combo,Appliances,false,1048.97,3,2,1017.5,2035.0,Online (Samsung.com),Debit Card,35–44
SAMS-00006307,2022-08-21,Japan,Asia,Tokyo,Samsung 11kg Washer-Dryer Combo,Appliances,false,1081.65,10,2,973.49,1946.98,Corporate / B2B,Samsung Pay,55+
SAMS-00006430,2022-06-28,Kenya,Africa,Kitale,Samsung 11kg Washer-Dryer Combo,Appliances,false,1045.82,0,1,1045.82,1045.82,Corporate / B2B,Debit Card,35–44
SAMS-00006508,2023-09-27,Kenya,Africa,Mombasa,Samsung 11kg Washer-Dryer Combo,Appliances,false,1196.93,12,2,1053.3,2106.6,Corporate / B2B,Net Banking,18–24
SAMS-00006545,2023-05-12,Kenya,Africa,Nairobi,Samsung 11kg Washer-Dryer Combo,Appliances,false,1032.31,5,1,980.69,980.69,Corporate / B2B,Net Banking,25–34
SAMS-00006549,2023-10-03,Kenya,Africa,Nairobi,Samsung 11kg Washer-Dryer Combo,Appliances,false,1178.69,0,2,1178.69,2357.38,Corporate / B2B,Debit Card,45–54
SAMS-00006619,2023-05-17,Kenya,Africa,Thika,Samsung 11kg Washer-Dryer Combo,Appliances,false,1077.26,0,2,1077.26,2154.52,Online (Samsung.com),Gift Card,25–34
SAMS-00006716,2021-10-15,Malaysia,Asia,Johor Bahru,Samsung 11kg Washer-Dryer Combo,Appliances,false,1037.8,15,2,882.13,1764.26,Authorized Reseller,Net Banking,35–44
SAMS-00006789,2021-05-24,Malaysia,Asia,Kuala Lumpur,Samsung 11kg Washer-Dryer Combo,Appliances,false,1051.67,0,3,1051.67,3155.01,Authorized Reseller,Cash,35–44
SAMS-00006833,2022-03-31,Malaysia,Asia,Petaling Jaya,Samsung 11kg Washer-Dryer Combo,Appliances,false,1161.87,20,1,929.5,929.5,Third-Party Retailer,BNPL (Buy Now Pay Later),18–24
SAMS-00006894,2024-12-13,Malaysia,Asia,Shah Alam,Samsung 11kg Washer-Dryer Combo,Appliances,false,1101.1,12,2,968.97,1937.94,E-commerce Platform,Samsung Pay,25–34
SAMS-00006992,2024-10-26,Mexico,North America,Guadalajara,Samsung 11kg Washer-Dryer Combo,Appliances,false,1096.57,0,2,1096.57,2193.14,Carrier Store,Credit Card,35–44
SAMS-00007095,2021-05-01,Mexico,North America,Puebla,Samsung 11kg Washer-Dryer Combo,Appliances,false,1021.55,2,4,1001.12,4004.48,Corporate / B2B,Debit Card,45–54
SAMS-00007187,2021-05-07,Mexico,North America,Zapopan,Samsung 11kg Washer-Dryer Combo,Appliances,false,1101.76,5,3,1046.67,3140.01,Carrier Store,EMI / Installment,25–34
SAMS-00007216,2024-09-16,Mexico,North America,Zapopan,Samsung 11kg Washer-Dryer Combo,Appliances,false,1156.53,0,2,1156.53,2313.06,Carrier Store,BNPL (Buy Now Pay Later),35–44
SAMS-00007227,2021-12-21,Myanmar,Asia,Bago,Samsung 11kg Washer-Dryer Combo,Appliances,false,1054.07,12,1,927.58,927.58,Corporate / B2B,EMI / Installment,18–24
SAMS-00007274,2024-02-19,Myanmar,Asia,Mandalay,Samsung 11kg Washer-Dryer Combo,Appliances,false,1008.28,5,3,957.87,2873.61,Samsung Store,Net Banking,25–34
SAMS-00007282,2021-01-08,Myanmar,Asia,Mawlamyine,Samsung 11kg Washer-Dryer Combo,Appliances,false,1187.33,7,1,1104.22,1104.22,Third-Party Retailer,Samsung Pay,35–44
SAMS-00007330,2021-05-26,Myanmar,Asia,Monywa,Samsung 11kg Washer-Dryer Combo,Appliances,false,1055.02,0,1,1055.02,1055.02,Online (Samsung.com),Debit Card,45–54
SAMS-00007348,2023-03-28,Myanmar,Asia,Monywa,Samsung 11kg Washer-Dryer Combo,Appliances,false,1167.91,0,1,1167.91,1167.91,Samsung Store,Net Banking,55+
SAMS-00007499,2024-07-08,Myanmar,Asia,Yangon,Samsung 11kg Washer-Dryer Combo,Appliances,false,1128.07,20,6,902.46,5414.76,Third-Party Retailer,Credit Card,55+
SAMS-00007560,2023-03-21,Netherlands,Europe,Breda,Samsung 11kg Washer-Dryer Combo,Appliances,false,1029.52,15,1,875.09,875.09,E-commerce Platform,EMI / Installment,45–54
SAMS-00007572,2024-08-08,Netherlands,Europe,Breda,Samsung 11kg Washer-Dryer Combo,Appliances,false,1082.65,0,4,1082.65,4330.6,Carrier Store,Debit Card,35–44
SAMS-00007579,2021-10-29,Netherlands,Europe,Eindhoven,Samsung 11kg Washer-Dryer Combo,Appliances,false,1128.76,0,4,1128.76,4515.04,Samsung Store,Net Banking,55+
SAMS-00007655,2022-10-02,Netherlands,Europe,Nijmegen,Samsung 11kg Washer-Dryer Combo,Appliances,false,1132.44,2,1,1109.79,1109.79,Samsung Store,EMI / Installment,25–34
SAMS-00007699,2024-08-05,Netherlands,Europe,Rotterdam,Samsung 11kg Washer-Dryer Combo,Appliances,false,1095.71,5,1,1040.92,1040.92,Corporate / B2B,EMI / Installment,45–54
SAMS-00007793,2022-05-27,New Zealand,Oceania,Auckland,Samsung 11kg Washer-Dryer Combo,Appliances,false,1163.56,0,1,1163.56,1163.56,Third-Party Retailer,EMI / Installment,25–34
SAMS-00007819,2021-03-15,New Zealand,Oceania,Christchurch,Samsung 11kg Washer-Dryer Combo,Appliances,false,1132.67,0,1,1132.67,1132.67,Third-Party Retailer,Gift Card,25–34
SAMS-00007840,2023-01-05,New Zealand,Oceania,Christchurch,Samsung 11kg Washer-Dryer Combo,Appliances,false,1108.76,12,2,975.71,1951.42,Corporate / B2B,Credit Card,25–34
SAMS-00008036,2021-03-24,New Zealand,Oceania,Wellington,Samsung 11kg Washer-Dryer Combo,Appliances,false,1166.23,10,2,1049.61,2099.22,Authorized Reseller,Net Banking,55+
SAMS-00008317,2021-04-24,Nigeria,Africa,Maiduguri,Samsung 11kg Washer-Dryer Combo,Appliances,false,1071.59,2,2,1050.16,2100.32,Samsung Store,Gift Card,55+
SAMS-00008338,2023-01-02,Nigeria,Africa,Maiduguri,Samsung 11kg Washer-Dryer Combo,Appliances,false,1116.13,3,1,1082.65,1082.65,Samsung Store,EMI / Installment,35–44
SAMS-00008379,2024-02-11,Nigeria,Africa,Port Harcourt,Samsung 11kg Washer-Dryer Combo,Appliances,false,1187.48,10,1,1068.73,1068.73,Third-Party Retailer,EMI / Installment,25–34
SAMS-00008500,2024-12-18,Norway,Europe,Kristiansand,Samsung 11kg Washer-Dryer Combo,Appliances,false,1088.11,3,2,1055.47,2110.94,E-commerce Platform,Credit Card,25–34
SAMS-00008555,2023-05-10,Norway,Europe,Sandnes,Samsung 11kg Washer-Dryer Combo,Appliances,false,1172.54,0,5,1172.54,5862.7,Carrier Store,Net Banking,55+
SAMS-00008558,2023-08-10,Norway,Europe,Sandnes,Samsung 11kg Washer-Dryer Combo,Appliances,false,1096.96,3,1,1064.05,1064.05,Authorized Reseller,Cash,45–54
SAMS-00008694,2023-04-22,Norway,Europe,Trondheim,Samsung 11kg Washer-Dryer Combo,Appliances,false,1068.59,7,1,993.79,993.79,Third-Party Retailer,EMI / Installment,35–44
SAMS-00008852,2021-02-04,Pakistan,Asia,Karachi,Samsung 11kg Washer-Dryer Combo,Appliances,false,1046.45,20,2,837.16,1674.32,Carrier Store,Cash,35–44
SAMS-00009426,2023-03-28,Philippines,Asia,Cebu City,Samsung 11kg Washer-Dryer Combo,Appliances,false,1152.65,10,1,1037.39,1037.39,Samsung Store,Samsung Pay,45–54
SAMS-00009457,2023-08-30,Philippines,Asia,Davao,Samsung 11kg Washer-Dryer Combo,Appliances,false,1018.02,0,6,1018.02,6108.12,Samsung Store,Cash,25–34
SAMS-00009701,2024-11-20,Poland,Europe,Katowice,Samsung 11kg Washer-Dryer Combo,Appliances,false,1040.83,3,1,1009.61,1009.61,Online (Samsung.com),Net Banking,45–54
SAMS-00009710,2022-08-11,Poland,Europe,Krakow,Samsung 11kg Washer-Dryer Combo,Appliances,false,1062.75,20,1,850.2,850.2,Corporate / B2B,Credit Card,35–44
SAMS-00009717,2023-09-04,Poland,Europe,Krakow,Samsung 11kg Washer-Dryer Combo,Appliances,false,1118.84,5,3,1062.9,3188.7,Carrier Store,Debit Card,35–44
SAMS-00009738,2022-03-04,Poland,Europe,Lodz,Samsung 11kg Washer-Dryer Combo,Appliances,false,1072.3,10,3,965.07,2895.21,Samsung Store,EMI / Installment,35–44
SAMS-00009900,2024-08-07,Poland,Europe,Wroclaw,Samsung 11kg Washer-Dryer Combo,Appliances,false,1169.56,15,2,994.13,1988.26,Online (Samsung.com),Samsung Pay,18–24
SAMS-00010054,2024-07-26,Portugal,Europe,Funchal,Samsung 11kg Washer-Dryer Combo,Appliances,false,1011.21,0,1,1011.21,1011.21,Online (Samsung.com),Samsung Pay,35–44
SAMS-00010114,2023-05-18,Portugal,Europe,Lisbon,Samsung 11kg Washer-Dryer Combo,Appliances,false,1160.52,15,1,986.44,986.44,Corporate / B2B,Gift Card,35–44
SAMS-00010138,2022-04-26,Portugal,Europe,Porto,Samsung 11kg Washer-Dryer Combo,Appliances,false,1060.24,12,2,933.01,1866.02,Online (Samsung.com),Samsung Pay,35–44
SAMS-00010477,2022-05-15,Russia,Europe/Asia,Chelyabinsk,Samsung 11kg Washer-Dryer Combo,Appliances,false,1134.55,12,2,998.4,1996.8,E-commerce Platform,EMI / Installment,45–54
SAMS-00010551,2024-04-24,Russia,Europe/Asia,Moscow,Samsung 11kg Washer-Dryer Combo,Appliances,false,1021.3,3,1,990.66,990.66,Samsung Store,EMI / Installment,35–44
SAMS-00010665,2022-10-27,Russia,Europe/Asia,Saint Petersburg,Samsung 11kg Washer-Dryer Combo,Appliances,false,1150.96,0,1,1150.96,1150.96,Corporate / B2B,Gift Card,35–44
SAMS-00010679,2021-08-22,Russia,Europe/Asia,Samara,Samsung 11kg Washer-Dryer Combo,Appliances,false,1059.67,7,1,985.49,985.49,Samsung Store,Gift Card,35–44
SAMS-00010702,2024-03-23,Russia,Europe/Asia,Samara,Samsung 11kg Washer-Dryer Combo,Appliances,false,1147.21,3,1,1112.79,1112.79,Carrier Store,Cash,18–24
SAMS-00010827,2024-10-20,Saudi Arabia,Middle East,Dammam,Samsung 11kg Washer-Dryer Combo,Appliances,false,1154.17,10,1,1038.75,1038.75,Third-Party Retailer,Debit Card,45–54
SAMS-00010840,2023-08-19,Saudi Arabia,Middle East,Jeddah,Samsung 11kg Washer-Dryer Combo,Appliances,false,1076.49,12,1,947.31,947.31,Authorized Reseller,Samsung Pay,45–54
SAMS-00010844,2024-01-24,Saudi Arabia,Middle East,Jeddah,Samsung 11kg Washer-Dryer Combo,Appliances,false,1133.19,3,7,1099.19,7694.33,Samsung Store,EMI / Installment,18–24
SAMS-00011072,2021-04-24,Singapore,Asia,Singapore,Samsung 11kg Washer-Dryer Combo,Appliances,false,1036.15,3,1,1005.07,1005.07,Corporate / B2B,Credit Card,18–24
